time,x,y,z,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,0.0,0.018359508902822667,10.04091660593006,0.0,1.0271933976402778,1.1304884980219816,10.818055942632736,0.0,0.0,900.0,900.0,5.043639816904033e-07,900.0
0.12000000000000001,0.0,0.09978388638788559,10.132067943564124,0.0,0.890027163307668,1.361539080239845,19.278899431920628,0.0,0.0,900.0,900.0,4.2132549424422905e-05,900.0
0.18,0.0,0.17079714503882104,10.195482062774555,0.0,0.6933427339285564,0.9500765682620411,24.354451573770802,0.0,0.0,900.0,900.0,9.687588544693426e-07,900.0
0.23999999999999996,0.0,0.2599191921499143,10.255723351599812,0.0,2.2677955561697196,0.2668014138527156,26.880193414151897,0.0,0.0,900.0,900.0,1.7594254586583702e-07,900.0
0.3,0.0,0.3691924435505925,10.200873664140836,0.0,0.954373777402324,-1.6987681894901883,28.011863128398307,0.0,0.0,900.0,900.0,3.3575716429368185e-07,900.0
0.36000000000000004,0.0,0.38127167059699013,10.121568224158878,0.0,-0.10601919573175408,-0.6538858463161279,28.49397179098421,0.0,0.0,900.0,900.0,1.6773974431671945e-09,900.0
0.4200000000000001,0.0,0.4220431130782138,10.103098446463878,0.0,1.6801963683711503,-0.4441862236191618,28.69484045906459,0.0,0.0,900.0,900.0,6.88284490024671e-06,900.0
0.48000000000000015,0.0,0.5537210376883875,10.006582769352127,0.0,2.2022872132462754,-2.9144260657624663,28.777747930988568,0.0,0.0,900.0,900.0,1.4407255832793453e-07,900.0
0.5400000000000001,0.0,0.629646284804787,9.791140963747102,0.0,0.268636292692117,-3.7413124570575365,28.811834069616644,0.0,0.0,900.0,900.0,3.912441481901396e-09,900.0
0.6000000000000002,0.0,0.6326216630971881,9.607452153702535,0.0,0.35516309239029226,-2.400756158155983,28.825825503446715,0.0,0.0,900.0,900.0,5.538951936001624e-11,900.0
0.6600000000000003,0.0,0.7144200020894831,9.449791082233984,0.0,2.2608643970320914,-3.3716044436988675,28.83156480582133,0.0,0.0,900.0,900.0,1.181992637100393e-08,900.0
0.7200000000000003,0.0,0.8444864201321951,9.17014041468145,0.0,1.5854701932088482,-5.777913922093288,28.833918434725273,0.0,0.0,900.0,900.0,4.1502525860437345e-09,900.0
0.7800000000000004,0.0,0.8812322473080632,8.819679454343815,0.0,-0.0910734893219659,-5.450616705795248,28.834883526183102,0.0,0.0,900.0,900.0,1.4349366139754238e-10,900.0
0.8400000000000004,0.0,0.8997073979414438,8.529000986349107,0.0,1.119358909395516,-4.5480336710378495,28.83527923807957,0.0,0.0,900.0,900.0,6.647021127959007e-11,900.0
0.9000000000000005,0.0,1.017277473362558,8.206773073104921,0.0,2.403313184731398,-6.530456313321833,28.835441486920807,0.0,0.0,900.0,900.0,1.597186494173286e-09,900.0
0.9600000000000005,0.0,1.1223025449912447,7.752209295483803,0.0,0.798421699562568,-8.206079518868147,28.835508011289807,0.0,0.0,900.0,900.0,2.382311015125538e-10,900.0
1.0200000000000005,0.0,1.133113557473615,7.285958395669399,0.0,0.03427394592842606,-7.13900014530401,28.835535287156283,0.0,0.0,900.0,900.0,4.3777413877114923e-13,900.0
1.0800000000000005,0.0,1.1864224062570126,6.870218640678601,0.0,1.88977726256259,-7.211920729171936,28.835546470605927,0.0,0.0,900.0,900.0,1.3503878015797e-08,900.0
1.1400000000000006,0.0,1.3201196017058823,6.367105211825088,0.0,2.078668673236933,-9.613314413976239,28.835551055959062,0.0,0.0,900.0,900.0,6.997049606383143e-10,900.0
1.2000000000000006,0.0,1.3868397390068248,5.757174560286617,0.0,0.1753445660434917,-10.200347241435564,28.835552936010338,0.0,0.0,900.0,900.0,2.421412896580488e-12,900.0
1.2600000000000007,0.0,1.3951318921872964,5.181148908148549,0.0,0.5719989933206387,-9.069830744596386,28.835553706854455,0.0,0.0,900.0,900.0,2.59552335560195e-16,900.0
1.3200000000000007,0.0,1.4887394922985469,4.615580273960044,0.0,2.3286236279088715,-10.253374070331216,28.83555402291,0.0,0.0,900.0,900.0,1.273249727873349e-09,900.0
1.3800000000000008,0.0,1.6137731974150171,3.9303087153916003,0.0,1.4097452998897109,-12.416980648363536,28.83555415249665,0.0,0.0,900.0,900.0,4.9575427096826274e-11,900.0
1.4400000000000008,0.0,1.6446001213336694,3.186408041236993,0.0,-0.015792599360348658,-12.019376685548318,28.835554205628764,0.0,0.0,900.0,900.0,4.705054146178457e-15,900.0
1.5000000000000009,0.0,1.6737138166901815,2.4920213160181164,0.0,1.3540390521442915,-11.409498864407668,28.835554227413578,0.0,0.0,900.0,900.0,2.8737757074188963e-13,900.0
1.560000000000001,0.0,1.7968140259926395,1.7556001135895722,0.0,2.311301551070099,-13.349263100841515,28.83532030001771,0.0,0.0,900.0,900.0,7.305872573581951e-10,900.0
1.620000000000001,0.0,1.8928790417718164,0.8994225981508323,0.0,0.631275174697179,-14.794741124769644,28.835458322936784,0.0,0.0,900.0,900.0,1.4466632915471206e-13,900.0
1.680000000000001,0.0,1.904754689985177,0.034528412480598486,0.0,0.2031950204502138,-13.947398525933332,28.835514914282573,0.0,0.0,900.0,900.0,9.169747903584153e-19,900.0
1.740000000000001,0.0,1.9695046875962798,0.0,0.0,2.0343159026062914,-14.226500331012305,28.83553811747127,0.0,0.0,900.0,900.0,1.241587214984019e-11,900.0
